10,0,10
20,1,20
30,2,30
40,4,40
50,8,50
60,12,60
70,17,70
80,18,80
90,19,90
100,21,100
110,21,110
120,21,120
130,22,130
140,22,140
150,22,150
160,22,160
170,22,170
180,22,180
190,22,190
200,24,200
210,28,210
220,29,220
230,30,230
240,31,240
250,32,250
260,33,260
270,33,270
280,33,280
290,33,290
300,33,300
310,33,310
320,33,320
330,33,330
340,35,340
350,38,350
360,40,360
370,40,370
380,43,380
390,46,390
400,50,400
410,56,410
420,58,420
430,58,430
440,59,440
450,59,450
460,63,460
470,66,470
480,67,480
490,71,490
500,75,500
510,79,510
520,82,520
530,84,530
540,89,540
550,92,550
560,93,560
570,97,570
580,100,580
590,103,590
600,107,600
610,112,610
620,112,620
630,116,630
640,119,640
650,121,650
660,121,660
670,122,670
680,125,680
690,130,690
700,134,700
710,136,710
720,136,720
730,137,730
740,137,740
750,137,750
760,138,760
770,139,770
780,139,780
790,139,790
800,139,800
810,141,810
820,143,820
830,145,830
840,148,840
850,151,850
860,155,860
870,158,870
880,159,880
890,160,890
900,163,900
910,165,910
920,166,920
930,168,930
940,171,940
950,173,950
960,174,960
970,174,970
980,174,980
990,179,990
1000,183,1000
1010,188,1010
1020,190,1020
1030,193,1030
1040,193,1040
1050,193,1050
1060,193,1060
1070,194,1070
1080,194,1080
1090,195,1090
1100,195,1100
1110,195,1110
1120,196,1120
1130,199,1130
1140,203,1140
1150,209,1150
1160,210,1160
1170,216,1170
1180,220,1180
1190,223,1190
1200,226,1200
1210,230,1210
1220,237,1220
1230,239,1230
1240,243,1240
1250,247,1250
1260,251,1260
1270,256,1270
1280,263,1280
1290,267,1290
1300,272,1300
1310,275,1310
1320,276,1320
1330,282,1330
1340,283,1340
1350,288,1350
1360,291,1360
1370,300,1370
1380,303,1380
1390,306,1390
1400,309,1400
1410,309,1410
1420,309,1420
1430,309,1430
1440,309,1440
1450,310,1450
1460,310,1460
1470,312,1470
1480,312,1480
1490,313,1490
1500,317,1500
1510,321,1510
1520,325,1520
1530,329,1530
1540,334,1540
1550,341,1550
1560,346,1560
1570,347,1570
1580,347,1580
1590,347,1590
