10,1,10
20,2,20
30,3,30
40,3,40
50,3,50
60,4,60
70,7,70
80,12,80
90,14,90
100,17,100
110,23,110
10,1,10
20,2,20
30,3,30
40,3,40
50,3,50
60,4,60
70,7,70
80,12,80
90,14,90
100,17,100
110,23,110
120,28,120
130,32,130
140,36,140
150,36,150
160,36,160
170,36,170
180,37,180
190,38,190
200,40,200
210,43,210
220,47,220
230,52,230
240,56,240
250,56,250
260,56,260
270,59,270
280,64,280
290,69,290
300,72,300
310,75,310
320,75,320
330,75,330
340,76,340
350,76,350
360,76,360
370,76,370
380,76,380
390,76,390
400,76,400
410,77,410
420,77,420
430,80,430
440,84,440
450,88,450
460,95,460
470,98,470
480,101,480
490,101,490
500,103,500
510,104,510
520,105,520
530,105,530
540,105,540
550,109,550
560,113,560
570,114,570
580,116,580
590,121,590
600,126,600
610,126,610
620,127,620
630,127,630
640,127,640
650,128,650
660,128,660
670,128,670
680,129,680
690,129,690
700,132,700
710,137,710
720,141,720
730,142,730
740,146,740
750,153,750
760,157,760
770,163,770
780,165,780
790,171,790
800,178,800
810,181,810
820,185,820
830,189,830
840,193,840
850,196,850
860,203,860
870,205,870
880,207,880
890,215,890
900,220,900
910,223,910
920,228,920
930,229,930
940,230,940
950,234,950
960,240,960
970,243,970
980,247,980
990,249,990
1000,253,1000
1010,256,1010
1020,258,1020
1030,265,1030
1040,271,1040
1050,273,1050
1060,277,1060
1070,281,1070
1080,281,1080
1090,281,1090
1100,281,1100
1110,281,1110
1120,282,1120
1130,282,1130
1140,282,1140
1150,282,1150
1160,283,1160
1170,284,1170
1180,286,1180
1190,286,1190
1200,286,1200
1210,286,1210
1220,287,1220
1230,289,1230
1240,291,1240
1250,292,1250
1260,292,1260
1270,292,1270
1280,294,1280
1290,295,1290
1300,299,1300
1310,304,1310
1320,305,1320
1330,309,1330
1340,309,1340
1350,310,1350
1360,312,1360
1370,313,1370
1380,314,1380
1390,318,1390
1400,318,1400
1410,318,1410
1420,318,1420
1430,318,1430
1440,318,1440
1450,319,1450
1460,319,1460
1470,319,1470
1480,319,1480
1490,319,1490
1500,319,1500
1510,319,1510
1520,319,1520
1530,320,1530
1540,320,1540
1550,321,1550
1560,322,1560
1570,323,1570
1580,323,1580
1590,323,1590
1600,323,1600
1610,323,1610
1620,328,1620
1630,333,1630
1640,336,1640
1650,338,1650
1660,339,1660
1670,341,1670
1680,345,1680
1690,345,1690
1700,348,1700
1710,350,1710
1720,351,1720
1730,353,1730
1740,353,1740
1750,353,1750
1760,356,1760
1770,361,1770
1780,362,1780
1790,363,1790
1800,364,1800
1810,365,1810
1820,367,1820
1830,367,1830
1840,367,1840
1850,368,1850
1860,368,1860
1870,368,1870
1880,368,1880
1890,369,1890
1900,371,1900
1910,376,1910
1920,381,1920
1930,386,1930
1940,388,1940
1950,391,1950
1960,395,1960
1970,400,1970
1980,401,1980
1990,406,1990
2000,411,2000
